countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Netherlands,1994,,15341553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,1995,346000800000.0,15424122.0,289397413705.0,208205420758.0,279399629965.0,198207637018.0,179659835035.0,98467842088.0,288845612356.72,207653619409.72,278479961051.2,197287968104.2,175070249217.56,93878256270.56,285947007556.72,204755014609.72,273648953051.2,192456960104.2,150961218817.56,69769225870.56,18762650717.16886,13498688661.694973,18114459284.29508,12850497228.821194,11647978084.911413,6384016029.437527,18726875497.78976,13462913442.315874,18054833918.663246,12790871863.18936,11350419117.377314,6086457061.903426,18538948768.475765,13274986713.00188,17741622703.139927,12477660647.666039,9787346003.718073,4523383948.244185,22432.447046256508
Netherlands,1996,354929100000.0,15493889.0,300276654118.0,221322198384.0,289848078478.0,210893622744.0,185810621498.0,106856165764.0,299599922052.33997,220645466318.34,288720191701.9,209765735967.9,180181929396.32,101227473662.32,297420890652.33997,218466434918.34,285088472701.9,206134016967.9,162057922196.32,83103466462.32,19380328213.142612,14284483281.37629,18707251515.61367,13611406583.847347,11992510175.979704,6896665244.21338,19336650859.725403,14240805927.959082,18634455926.58499,13538610994.818666,11629225522.160381,6533380590.394058,19196012741.045193,14100167809.278872,18400059062.117977,13304214130.35165,10459473550.91546,5363628619.149137,22907.683151725174
Netherlands,1997,367861600000.0,15567107.0,317735546089.0,243971890790.0,307663029229.0,233899373930.0,207177682459.0,133414027160.0,316904966884.3,243141311585.3,306278730554.5,232515075255.5,200269372883.4,126505717584.4,314633974384.3,240870319085.3,302493743054.5,228730087755.5,181380482883.40002,107616827584.40002,20410699694.49044,15672269149.94546,19763661239.62532,15025230695.080338,13308682368.470905,8570251823.925922,20357344937.906574,15618914393.361593,19674736645.318874,14936306100.773895,12864906297.836843,8126475753.291861,20211460895.35454,15473030350.809563,19431596574.398827,14693166029.853846,11651521562.959644,6913091018.414663,23630.697726944385
Netherlands,1998,391460900000.0,15654192.0,343648926146.0,274135353587.0,333566897966.0,264053325407.0,232986664456.0,163473091897.0,342780640202.08997,273267067643.09,332119754726.15,262606182167.15,225764730573.32,156251158014.32,340246345502.08997,270732772943.09,327895930226.15,258382357667.15,204685834973.32,135172262414.32,21952517648.052357,17511945272.358994,21308471108.952797,16867898733.259436,14883340159.364342,10442767783.67098,21897050975.361103,17456478599.667744,21216026654.46738,16775454278.774017,14421998310.313301,9981425934.619942,21735158576.18777,17294586200.49441,20946205989.17849,16505633613.485128,13075464704.490656,8634892328.797297,25006.777737234857
Netherlands,1999,419459000000.0,15760225.0,373319460054.0,305175308702.0,363767244234.0,295623092882.0,268472519744.0,200328368392.0,372355813791.54,304211662439.54004,362161167129.9,294017015777.9,260457430195.92,192313278843.92,373859044191.54,305714892839.54004,364666551129.9,296522399777.9,272960489395.92,204816338043.92,23687444820.99716,19363639078.88371,23081348409.302532,18757542667.18908,17034815159.301342,12711009417.18789,23626300626.516434,19302494884.402985,22979441418.501324,18655635676.38787,16526250748.064827,12202445005.951374,23721681904.385246,19397876162.271797,23138410214.949345,18814604472.83589,17319580741.76733,12995774999.653875,26615.038808138845
Netherlands,2000,452007000000.0,15863950.0,408330270892.0,344941096449.0,398851666792.0,335462492349.0,304291306842.0,240902132399.0,407390867371.63,344001692928.63,397285994258.05,333896819815.05,296477855339.24,233088680896.24,410032394371.63,346643219928.63,401688539258.05,338299364815.05,318448651339.24,255059476896.24,25739508186.296604,21743707995.108406,25142014869.688824,21146214678.500626,19181307734.95882,15185507543.770624,25680291943.156025,21684491751.967827,25043321131.12119,21047520939.93299,18688778982.48797,14692978791.29977,25846803247.087265,21851003055.899067,25320839971.006588,21325039779.818394,20073730145.344635,16077929954.156437,28492.714613951757
Netherlands,2001,481881000000.0,15987075.0,438783558834.0,377150196744.0,429256330074.0,367622967984.0,334210881254.0,272577519164.0,437856743984.97,376223381894.97,427711638658.95,366078276568.95,326502135525.56,264868773435.56,440993350184.97,379359988094.97,432939315658.95,371305953568.95,352590733125.56,290957371035.56,27446143765.135273,23590944356.237774,26850210565.34732,22995011156.44982,20905067453.17702,17049868044.27952,27388171005.95137,23532971597.053867,26753589300.040813,22898389891.143314,20422881329.171223,16567681920.273722,27584367383.337475,23729167974.439976,27080583262.350994,23225383853.453495,22054736912.509636,18199537503.612137,30141.91151289401
Netherlands,2002,501137000000.0,16105285.0,459140042654.0,400346506630.0,449713383314.0,390919847290.0,355671234184.0,296877698160.0,458248747366.25,399455211342.25,448227891167.75,389434355143.75,348257920997.0,289464384973.0,461065949866.25,402272413842.25,452923228667.75,394129692643.75,371689890997.0,312896354973.0,28508656795.207287,24858082711.97933,27923342139.800694,24272768056.572735,22084131648.95871,18433557565.73075,28453315005.99027,24802740922.76231,27831105824.438995,24180531741.211037,21623828513.248913,17973254430.020954,28628239106.991898,24977665023.76394,28122645992.775043,24472071909.547085,23078752781.89737,19428178698.66941,31116.307472981694
Netherlands,2003,512810000000.0,16192572.0,471456681291.0,413939650210.0,461986063071.0,404469031990.0,367505371781.0,309988340700.0,470577218982.03,413060187901.03,460520292556.05,403003261475.05,360190478925.44,302673447844.44,470396818482.03,412879787401.03,460219625056.05,402702593975.05,358690004925.44,301172973844.44,29115614325.56854,25563551621.694195,28530740086.936157,24978677383.061813,22695923277.72265,19143860573.848305,29061301625.339695,25509238921.46535,28440218919.88808,24888156216.013737,22244179548.83511,18692116844.960762,29050160683.678295,25498097979.80395,28421650683.78575,24869587979.911404,22151515208.667282,18599452504.79294,31669.459305167828
Netherlands,2004,529286000000.0,16258032.0,488164788563.0,431516852205.0,478640207903.0,421992271545.0,383621177033.0,326973240675.0,487262635057.67,430614698699.67,477136618727.45,420488682369.45,376117551052.16003,319469614694.16003,486710673157.67,430062736799.67,476216682227.45,419568745869.45,371526629852.16003,314878693494.16003,30026068872.481,26541764231.058224,29440230398.30405,25955925756.881275,23595794191.634018,20111489550.211243,29970579160.975323,26486274519.552547,29347747545.794594,25863442904.37182,23134260718.158264,19649956076.73549,29936629055.57511,26452324414.152336,29291164036.794243,25806859395.371468,22851882063.71842,19367577422.295643,32555.35479324927
Netherlands,2005,550883000000.0,16305526.0,510821748784.0,455451740802.0,501545430544.0,446175422562.0,409003112864.0,353633104882.0,509925229239.52,454555221257.52,500051231303.2,444681223321.2,401546347128.95996,346176339146.95996,507507509739.52,452137501757.52,496021698803.2,440651690821.2,381437061128.95996,326067053146.95996,31328136779.15082,27932355006.64008,30759230370.366463,27363448597.85572,25083711673.20821,21687929900.697468,31273154220.202404,27877372447.691658,30667592772.119095,27271810999.608353,24626396421.0023,21230614648.491558,31124878138.829742,27729096366.319,30420465969.831333,27024684197.32059,23393115998.156696,19997334225.64595,33785.04931395651
Netherlands,2006,584546000000.0,16334210.0,544982425493.0,489991070378.0,535922728553.0,480931373438.0,445541466223.0,390550111108.0,544211889247.85,489220534132.85,534638501477.75,479647146362.75,439132561580.8,384141206465.8,540564762547.85,485573407432.85,528559956977.75,473568601862.75,408797729980.8,353806374865.8,33364480161.146454,29997843200.13028,32809834608.040424,29443197647.02425,27276584923.482677,23909947962.466503,33317307004.614853,29950670043.59868,32731212680.487762,29364575719.47159,26884224065.981766,23517587104.96559,33094025517.478348,29727388556.462173,32359076868.593586,28992439907.57741,25027089157.10034,21660452196.084167,35786.609820738195
Netherlands,2007,619170000000.0,16357992.0,580427227998.0,527485836025.0,571442849238.0,518501457265.0,481812975418.0,428871583445.0,579524816726.91,526583424753.91003,569938830452.85,516997438479.85,474307205480.68,421365813507.68,577851133526.91,524909741553.91003,567149358452.85,514207966479.85,460386411880.68,407445019907.68,35482792019.82737,32246368382.195076,34933557201.76413,31697133564.131832,29454286040.609386,26217862402.97709,35427625635.647095,32191201998.014793,34841613228.130325,31605189590.498028,28995441829.332108,25759018191.699814,35325309703.47156,32088886065.839256,34671086674.504425,31434663036.872128,28144433123.618107,24908009485.98581,37851.22281512303
Netherlands,2008,647198000000.0,16405399.0,610063590069.0,560250191902.0,601085300889.0,551271902722.0,511516177879.0,461702779712.0,609141418555.59,559328020388.59,599548348366.65,549734950199.65,503846052910.32,454032654743.32,606249157855.59,556435759688.59,594727913866.65,544914515699.65,479789789310.32,429976391143.32,37186757241.868965,34150354520.606297,36639480751.97683,33603078030.714157,31179746245.67193,28143343524.409252,37130545776.76471,34094143055.50203,36545794976.80306,33509392255.54039,30712209615.280922,27675806894.01824,36954246456.034996,33917843734.772312,36251962775.58687,33215560054.324192,29245847011.11628,26209444289.853603,39450.305353743606
Netherlands,2009,624842000000.0,16485787.0,589989427753.0,544652948898.0,581250247513.0,535913768658.0,494066520833.0,448730041978.0,589138210312.78,543801731457.78,579831551779.3,534495072924.3,486986553552.44,441650074697.44,587653123912.78,542316645057.78,577356407779.3,532019928924.3,474634406352.44,429297927497.44,35787762376.9493,33037728128.96345,35257658461.37645,32507624213.390602,29969240827.447304,27219206579.46145,35736128964.46982,32986094716.483963,35171602773.910645,32421568525.924786,29539781968.094093,26789747720.108234,35646046131.299644,32896011883.313793,35021464718.62703,32271430470.641163,28790521577.916782,26040487329.930927,37901.86055418525
Netherlands,2010,639187000000.0,16574989.0,603591361327.0,559194039104.0,594360170827.0,549962848604.0,502268056077.0,457870733854.0,602775183413.26,558377861190.26,592999874304.1,548602552081.1,495479528667.48,451082206444.48,600251453813.26,555854131590.26,588793658304.1,544396336081.1,474488507867.48,430091185644.48,36415792573.19568,33737219319.059578,35858857633.45002,33180284379.313915,30302768591.70163,27624195337.565533,36366551037.425125,33687977783.28903,35776788407.16576,33098215153.029663,29893204071.959263,27214630817.823166,36214289723.70721,33535716469.571114,35523019550.96923,32844446296.833138,28626776637.226124,25948203383.090027,38563.343842943126
Netherlands,2011,650359000000.0,16655799.0,617221188353.0,574472694444.0,608567874593.0,565819380684.0,522240768273.0,479492274364.0,616412026709.57,573663532800.5701,607219271853.95,564470777944.95,515510598413.36,472762104504.36,613739119409.57,570990625500.5701,602764426353.95,560015932444.95,493278798013.36,450530304104.36,37057434972.22799,34490851771.44609,36537897376.9436,33971314176.16171,31354891366.844666,28788308166.062763,37008853595.64977,34442270394.86788,36456928415.97992,33890345215.19802,30950817694.987793,28384234494.20589,36848374515.66087,34281791314.878983,36189463282.66509,33622880081.88319,29616039315.3976,27049456114.615696,39047.000987463885
Netherlands,2012,652966000000.0,16730348.0,621178394891.0,580428702463.0,612694405391.0,571944712963.0,528056510141.0,487306817713.0,620318626880.36,579568934452.36,611261458706.6,570511766278.6,520905423830.28,480155731402.28,618815131880.36,578065439452.36,608755633706.6,568005941278.6,508400163830.28,467650471402.28,37128838855.65321,34693163732.33839,36621737060.75929,34186061937.444458,31562792964.079407,29127117840.76458,37077449128.99361,34641774005.67878,36536087516.326614,34100412393.011787,31135360951.863045,28699685828.548218,36987582797.462425,34551907674.1476,36386310297.10798,33950635173.793156,30387901305.47673,27952226182.1619,39028.83550300328
Netherlands,2013,660463000000.0,16779575.0,629452812770.0,590240798276.0,621001375790.0,581789361296.0,536688230680.0,497476216186.0,628516900204.37,589304885710.37,619441521513.95,580229507019.95,528903815054.76,489691800560.76,626969815504.37,587757801010.37,616863047013.95,577651032519.95,516035999454.76,476823984960.76,37513036699.08207,35176147088.11159,37009362620.32858,34672473009.3581,31984614072.76406,29647724461.79358,37457259805.70843,35120370194.73795,36916401131.37251,34579511520.40203,31520691975.497593,29183802364.52711,37365059335.79188,35028169724.8214,36762733681.5116,34425844070.541115,30753818225.715492,28416928614.74501,39361.12803810585
Netherlands,2014,671560000000.0,16829289.0,642016191658.0,604628077148.0,633913078318.0,596524963808.0,553074876188.0,515686761678.0,640944638989.24,603556524479.24,632127157203.4,594739042693.4,544162279387.52,506774164877.52,640109699989.24,602721585479.24,630735592203.4,593347477693.4,537217707387.52,499829592877.52,38148741260.429955,35927131392.65717,37667252509.47916,35445642641.706375,32863829017.850964,30642219150.078175,38085069368.601364,35863459500.82858,37561132689.764854,35339522821.992065,32334240584.229076,30112630716.45629,38035457112.25471,35813847244.481926,37478445595.85376,35256835728.08097,31921592610.806076,29699982743.03329,39904.24075550667
Netherlands,2015,690008000000.0,16900726.0,659984540719.0,622521136233.0,651589750399.0,614126345913.0,567841723159.0,530378318673.0,658905089129.77,621441684643.77,649790664416.95,612327259930.95,558863427400.96,521400022914.95996,658562312429.77,621098907943.77,649219369916.95,611755965430.95,556012395800.96,518548991314.95996,39050662126.526405,36833987855.49212,38553950309.53108,36337276038.4968,33598658611.411133,31381984340.376858,38986791995.19417,36770117724.1599,38447500090.64403,36230825819.60976,33067421328.584343,30850747057.550068,38966510221.499954,36749835950.465675,38413697134.487,36197022863.45272,32898728480.714966,30682054209.680695,40827.121864469016
Netherlands,2016,708337000000.0,16979120.0,678775100085.0,642444678021.0,670365918045.0,634035495981.0,586474316265.0,550143894201.0,677719967062.77,641389544998.77,668607363007.95,632276940943.95,577698289222.96,541367867158.95996,677413553962.77,641083131898.77,668096674507.95,631766252443.95,575149710422.96,538819288358.95996,39977048285.4824,37837336565.20479,39481782215.15602,37342070494.87841,34540913561.18574,32401201840.908127,39914905310.9213,37775193590.643684,39378210590.88751,37238498870.6099,34024041836.26478,31884330115.987164,39896858845.61568,37757147125.338066,39348133148.71147,37208421428.43386,33873941077.214836,31734229356.93722,41718.12202281391
Netherlands,2017,738146000000.0,17081507.0,709090104109.0,673401986398.0,700835558929.0,665147441218.0,618486643919.0,582798526208.0,708010627264.96,672322509553.96,699036430855.6,663348313144.6,609508138105.08,573820020394.08,707591355964.96,671903238253.96,698337645355.6,662649527644.6,606020865705.08,570332747994.08,41512151363.98679,39422867455.31293,41028906813.022995,38939622904.34913,36207967126.027,34118683217.35313,41448955719.47838,39359671810.80451,40923580738.84231,38834296830.168434,35682339860.59192,33593055951.918056,41424410385.15864,39335126476.48477,40882671848.3094,38793387939.63554,35478185016.408676,33388901107.73481,43213.16614511823
